source_ref,target_ref,relation,confidence,note,element_text
AA.VI.E.K4,afh,explanation,auto,from the Task E References line,"A stabilized approach, including energy management concepts."
AA.VI.E.K4,aim,guidance,auto,from the Task E References line,"A stabilized approach, including energy management concepts."
AA.VI.E.K4,ifh,explanation,auto,from the Task E References line,"A stabilized approach, including energy management concepts."
AA.VI.E.K4,risk-management,explanation,auto,from the Task E References line,"A stabilized approach, including energy management concepts."
AA.VI.E.R1,14cfr:part-91,regulation,auto,from the Task E References line,Deviating from the assigned approach procedure.
AA.VI.E.R1,14cfr:part-97,regulation,auto,from the Task E References line,Deviating from the assigned approach procedure.
AA.VI.E.R1,afh,explanation,auto,from the Task E References line,Deviating from the assigned approach procedure.
AA.VI.E.R1,aim,guidance,auto,from the Task E References line,Deviating from the assigned approach procedure.
AA.VI.E.R1,ifh,explanation,auto,from the Task E References line,Deviating from the assigned approach procedure.
AA.VI.E.R1,risk-management,explanation,auto,from the Task E References line,Deviating from the assigned approach procedure.
AA.VI.E.R2,14cfr:part-91,regulation,auto,from the Task E References line,Selecting a navigation frequency.
AA.VI.E.R2,14cfr:part-97,regulation,auto,from the Task E References line,Selecting a navigation frequency.
AA.VI.E.R2,afh,explanation,auto,from the Task E References line,Selecting a navigation frequency.
AA.VI.E.R2,aim,guidance,auto,from the Task E References line,Selecting a navigation frequency.
AA.VI.E.R2,ifh,explanation,auto,from the Task E References line,Selecting a navigation frequency.
AA.VI.E.R2,risk-management,explanation,auto,from the Task E References line,Selecting a navigation frequency.
AA.VI.E.R3,14cfr:part-91,regulation,auto,from the Task E References line,Management of automated navigation and autoflight systems.
AA.VI.E.R3,14cfr:part-97,regulation,auto,from the Task E References line,Management of automated navigation and autoflight systems.
AA.VI.E.R3,afh,explanation,auto,from the Task E References line,Management of automated navigation and autoflight systems.
AA.VI.E.R3,aim,guidance,auto,from the Task E References line,Management of automated navigation and autoflight systems.
AA.VI.E.R3,ifh,explanation,auto,from the Task E References line,Management of automated navigation and autoflight systems.
AA.VI.E.R3,risk-management,explanation,auto,from the Task E References line,Management of automated navigation and autoflight systems.
AA.VI.E.R4,14cfr:part-91,regulation,auto,from the Task E References line,Aircraft configuration during an approach and missed approach.
AA.VI.E.R4,14cfr:part-97,regulation,auto,from the Task E References line,Aircraft configuration during an approach and missed approach.
AA.VI.E.R4,afh,explanation,auto,from the Task E References line,Aircraft configuration during an approach and missed approach.
AA.VI.E.R4,aim,guidance,auto,from the Task E References line,Aircraft configuration during an approach and missed approach.
AA.VI.E.R4,ifh,explanation,auto,from the Task E References line,Aircraft configuration during an approach and missed approach.
AA.VI.E.R4,risk-management,explanation,auto,from the Task E References line,Aircraft configuration during an approach and missed approach.
AA.VI.E.R5,14cfr:part-91,regulation,auto,from the Task E References line,"An unstable approach, including excessive descent rates."
AA.VI.E.R5,14cfr:part-97,regulation,auto,from the Task E References line,"An unstable approach, including excessive descent rates."
AA.VI.E.R5,afh,explanation,auto,from the Task E References line,"An unstable approach, including excessive descent rates."
AA.VI.E.R5,aim,guidance,auto,from the Task E References line,"An unstable approach, including excessive descent rates."
AA.VI.E.R5,ifh,explanation,auto,from the Task E References line,"An unstable approach, including excessive descent rates."
AA.VI.E.R5,risk-management,explanation,auto,from the Task E References line,"An unstable approach, including excessive descent rates."
AA.VI.E.R6,14cfr:part-91,regulation,auto,from the Task E References line,Deteriorating weather conditions on approach.
AA.VI.E.R6,14cfr:part-97,regulation,auto,from the Task E References line,Deteriorating weather conditions on approach.
AA.VI.E.R6,afh,explanation,auto,from the Task E References line,Deteriorating weather conditions on approach.
AA.VI.E.R6,aim,guidance,auto,from the Task E References line,Deteriorating weather conditions on approach.
AA.VI.E.R6,ifh,explanation,auto,from the Task E References line,Deteriorating weather conditions on approach.
AA.VI.E.R6,risk-management,explanation,auto,from the Task E References line,Deteriorating weather conditions on approach.
AA.VI.E.R7,14cfr:part-91,regulation,auto,from the Task E References line,Continuing to descend below the Decision Altitude (DA)/Decision Height (DH) when the required visual references are not visible.
AA.VI.E.R7,14cfr:part-97,regulation,auto,from the Task E References line,Continuing to descend below the Decision Altitude (DA)/Decision Height (DH) when the required visual references are not visible.
AA.VI.E.R7,afh,explanation,auto,from the Task E References line,Continuing to descend below the Decision Altitude (DA)/Decision Height (DH) when the required visual references are not visible.
AA.VI.E.R7,aim,guidance,auto,from the Task E References line,Continuing to descend below the Decision Altitude (DA)/Decision Height (DH) when the required visual references are not visible.
AA.VI.E.R7,ifh,explanation,auto,from the Task E References line,Continuing to descend below the Decision Altitude (DA)/Decision Height (DH) when the required visual references are not visible.
AA.VI.E.R7,risk-management,explanation,auto,from the Task E References line,Continuing to descend below the Decision Altitude (DA)/Decision Height (DH) when the required visual references are not visible.
AA.VI.E.S1,14cfr:part-91,regulation,auto,from the Task E References line,Accomplish the precision instrument approaches selected by the evaluator.
AA.VI.E.S1,14cfr:part-97,regulation,auto,from the Task E References line,Accomplish the precision instrument approaches selected by the evaluator.
AA.VI.E.S1,afh,explanation,auto,from the Task E References line,Accomplish the precision instrument approaches selected by the evaluator.
AA.VI.E.S1,aim,guidance,auto,from the Task E References line,Accomplish the precision instrument approaches selected by the evaluator.
AA.VI.E.S1,ifh,explanation,auto,from the Task E References line,Accomplish the precision instrument approaches selected by the evaluator.
AA.VI.E.S1,risk-management,explanation,auto,from the Task E References line,Accomplish the precision instrument approaches selected by the evaluator.
AA.VI.E.S10,14cfr:part-91,regulation,auto,from the Task E References line,"Adjust the published DA/DH and visibility criteria for the aircraft approach category, as appropriate, to account for NOTAMS, inoperative airplane or navigation equipment, or inoperative visual aids associated with the landing environment."
AA.VI.E.S10,14cfr:part-97,regulation,auto,from the Task E References line,"Adjust the published DA/DH and visibility criteria for the aircraft approach category, as appropriate, to account for NOTAMS, inoperative airplane or navigation equipment, or inoperative visual aids associated with the landing environment."
AA.VI.E.S10,afh,explanation,auto,from the Task E References line,"Adjust the published DA/DH and visibility criteria for the aircraft approach category, as appropriate, to account for NOTAMS, inoperative airplane or navigation equipment, or inoperative visual aids associated with the landing environment."
AA.VI.E.S10,aim,guidance,auto,from the Task E References line,"Adjust the published DA/DH and visibility criteria for the aircraft approach category, as appropriate, to account for NOTAMS, inoperative airplane or navigation equipment, or inoperative visual aids associated with the landing environment."
AA.VI.E.S10,ifh,explanation,auto,from the Task E References line,"Adjust the published DA/DH and visibility criteria for the aircraft approach category, as appropriate, to account for NOTAMS, inoperative airplane or navigation equipment, or inoperative visual aids associated with the landing environment."
AA.VI.E.S10,risk-management,explanation,auto,from the Task E References line,"Adjust the published DA/DH and visibility criteria for the aircraft approach category, as appropriate, to account for NOTAMS, inoperative airplane or navigation equipment, or inoperative visual aids associated with the landing environment."
AA.VI.E.S11,14cfr:part-91,regulation,auto,from the Task E References line,"Establish a predetermined rate of descent at the point where vertical guidance begins, which approximates that required for the aircraft to follow the vertical guidance."
AA.VI.E.S11,14cfr:part-97,regulation,auto,from the Task E References line,"Establish a predetermined rate of descent at the point where vertical guidance begins, which approximates that required for the aircraft to follow the vertical guidance."
AA.VI.E.S11,afh,explanation,auto,from the Task E References line,"Establish a predetermined rate of descent at the point where vertical guidance begins, which approximates that required for the aircraft to follow the vertical guidance."
AA.VI.E.S11,aim,guidance,auto,from the Task E References line,"Establish a predetermined rate of descent at the point where vertical guidance begins, which approximates that required for the aircraft to follow the vertical guidance."
AA.VI.E.S11,ifh,explanation,auto,from the Task E References line,"Establish a predetermined rate of descent at the point where vertical guidance begins, which approximates that required for the aircraft to follow the vertical guidance."
AA.VI.E.S11,risk-management,explanation,auto,from the Task E References line,"Establish a predetermined rate of descent at the point where vertical guidance begins, which approximates that required for the aircraft to follow the vertical guidance."
AA.VI.E.S12,14cfr:part-91,regulation,auto,from the Task E References line,Maintain a stabilized final approach from the Final Approach Fix (FAF) to DA/DH allowing no more than ¼-scale deflection of either the vertical or lateral guidance indications and maintain the desired airspeed ±5 knots. 43
AA.VI.E.S12,14cfr:part-97,regulation,auto,from the Task E References line,Maintain a stabilized final approach from the Final Approach Fix (FAF) to DA/DH allowing no more than ¼-scale deflection of either the vertical or lateral guidance indications and maintain the desired airspeed ±5 knots. 43
AA.VI.E.S12,afh,explanation,auto,from the Task E References line,Maintain a stabilized final approach from the Final Approach Fix (FAF) to DA/DH allowing no more than ¼-scale deflection of either the vertical or lateral guidance indications and maintain the desired airspeed ±5 knots. 43
AA.VI.E.S12,aim,guidance,auto,from the Task E References line,Maintain a stabilized final approach from the Final Approach Fix (FAF) to DA/DH allowing no more than ¼-scale deflection of either the vertical or lateral guidance indications and maintain the desired airspeed ±5 knots. 43
AA.VI.E.S12,ifh,explanation,auto,from the Task E References line,Maintain a stabilized final approach from the Final Approach Fix (FAF) to DA/DH allowing no more than ¼-scale deflection of either the vertical or lateral guidance indications and maintain the desired airspeed ±5 knots. 43
AA.VI.E.S12,risk-management,explanation,auto,from the Task E References line,Maintain a stabilized final approach from the Final Approach Fix (FAF) to DA/DH allowing no more than ¼-scale deflection of either the vertical or lateral guidance indications and maintain the desired airspeed ±5 knots. 43
AA.VI.E.S13,14cfr:part-91,regulation,auto,from the Task E References line,"Upon reaching the DA/DH, immediately initiate the missed approach procedures if the required visual references for the runway are not distinctly visible and identifiable (or if in a seaplane); or transition to a normal landing approach only when the aircraft is in a position from which a descent to "
AA.VI.E.S13,14cfr:part-97,regulation,auto,from the Task E References line,"Upon reaching the DA/DH, immediately initiate the missed approach procedures if the required visual references for the runway are not distinctly visible and identifiable (or if in a seaplane); or transition to a normal landing approach only when the aircraft is in a position from which a descent to "
AA.VI.E.S13,afh,explanation,auto,from the Task E References line,"Upon reaching the DA/DH, immediately initiate the missed approach procedures if the required visual references for the runway are not distinctly visible and identifiable (or if in a seaplane); or transition to a normal landing approach only when the aircraft is in a position from which a descent to "
AA.VI.E.S13,aim,guidance,auto,from the Task E References line,"Upon reaching the DA/DH, immediately initiate the missed approach procedures if the required visual references for the runway are not distinctly visible and identifiable (or if in a seaplane); or transition to a normal landing approach only when the aircraft is in a position from which a descent to "
AA.VI.E.S13,ifh,explanation,auto,from the Task E References line,"Upon reaching the DA/DH, immediately initiate the missed approach procedures if the required visual references for the runway are not distinctly visible and identifiable (or if in a seaplane); or transition to a normal landing approach only when the aircraft is in a position from which a descent to "
AA.VI.E.S13,risk-management,explanation,auto,from the Task E References line,"Upon reaching the DA/DH, immediately initiate the missed approach procedures if the required visual references for the runway are not distinctly visible and identifiable (or if in a seaplane); or transition to a normal landing approach only when the aircraft is in a position from which a descent to "
AA.VI.E.S14,14cfr:part-91,regulation,auto,from the Task E References line,"Use an MFD and other graphical navigation displays, if installed, to monitor position, track wind drift and other parameters to maintain desired flightpath."
AA.VI.E.S14,14cfr:part-97,regulation,auto,from the Task E References line,"Use an MFD and other graphical navigation displays, if installed, to monitor position, track wind drift and other parameters to maintain desired flightpath."
AA.VI.E.S14,afh,explanation,auto,from the Task E References line,"Use an MFD and other graphical navigation displays, if installed, to monitor position, track wind drift and other parameters to maintain desired flightpath."
AA.VI.E.S14,aim,guidance,auto,from the Task E References line,"Use an MFD and other graphical navigation displays, if installed, to monitor position, track wind drift and other parameters to maintain desired flightpath."
AA.VI.E.S14,ifh,explanation,auto,from the Task E References line,"Use an MFD and other graphical navigation displays, if installed, to monitor position, track wind drift and other parameters to maintain desired flightpath."
AA.VI.E.S14,risk-management,explanation,auto,from the Task E References line,"Use an MFD and other graphical navigation displays, if installed, to monitor position, track wind drift and other parameters to maintain desired flightpath."
AA.VI.E.S2,14cfr:part-91,regulation,auto,from the Task E References line,"Establish two-way communications with air traffic control (ATC) appropriate for the phase of flight or approach segment, and use proper communication phraseology."
AA.VI.E.S2,14cfr:part-97,regulation,auto,from the Task E References line,"Establish two-way communications with air traffic control (ATC) appropriate for the phase of flight or approach segment, and use proper communication phraseology."
AA.VI.E.S2,afh,explanation,auto,from the Task E References line,"Establish two-way communications with air traffic control (ATC) appropriate for the phase of flight or approach segment, and use proper communication phraseology."
AA.VI.E.S2,aim,guidance,auto,from the Task E References line,"Establish two-way communications with air traffic control (ATC) appropriate for the phase of flight or approach segment, and use proper communication phraseology."
AA.VI.E.S2,ifh,explanation,auto,from the Task E References line,"Establish two-way communications with air traffic control (ATC) appropriate for the phase of flight or approach segment, and use proper communication phraseology."
AA.VI.E.S2,risk-management,explanation,auto,from the Task E References line,"Establish two-way communications with air traffic control (ATC) appropriate for the phase of flight or approach segment, and use proper communication phraseology."
AA.VI.E.S3,14cfr:part-91,regulation,auto,from the Task E References line,"Select, tune, identify, and confirm the operational status of navigation equipment to be used for the approach."
AA.VI.E.S3,14cfr:part-97,regulation,auto,from the Task E References line,"Select, tune, identify, and confirm the operational status of navigation equipment to be used for the approach."
AA.VI.E.S3,afh,explanation,auto,from the Task E References line,"Select, tune, identify, and confirm the operational status of navigation equipment to be used for the approach."
AA.VI.E.S3,aim,guidance,auto,from the Task E References line,"Select, tune, identify, and confirm the operational status of navigation equipment to be used for the approach."
AA.VI.E.S3,ifh,explanation,auto,from the Task E References line,"Select, tune, identify, and confirm the operational status of navigation equipment to be used for the approach."
AA.VI.E.S3,risk-management,explanation,auto,from the Task E References line,"Select, tune, identify, and confirm the operational status of navigation equipment to be used for the approach."
AA.VI.E.S4,14cfr:part-91,regulation,auto,from the Task E References line,"Comply in a timely manner with all clearances, instructions, and procedures."
AA.VI.E.S4,14cfr:part-97,regulation,auto,from the Task E References line,"Comply in a timely manner with all clearances, instructions, and procedures."
AA.VI.E.S4,afh,explanation,auto,from the Task E References line,"Comply in a timely manner with all clearances, instructions, and procedures."
AA.VI.E.S4,aim,guidance,auto,from the Task E References line,"Comply in a timely manner with all clearances, instructions, and procedures."
AA.VI.E.S4,ifh,explanation,auto,from the Task E References line,"Comply in a timely manner with all clearances, instructions, and procedures."
AA.VI.E.S4,risk-management,explanation,auto,from the Task E References line,"Comply in a timely manner with all clearances, instructions, and procedures."
AA.VI.E.S5,14cfr:part-91,regulation,auto,from the Task E References line,"Recognize if any flight instrumentation is inaccurate or inoperative, and take appropriate action."
AA.VI.E.S5,14cfr:part-97,regulation,auto,from the Task E References line,"Recognize if any flight instrumentation is inaccurate or inoperative, and take appropriate action."
AA.VI.E.S5,afh,explanation,auto,from the Task E References line,"Recognize if any flight instrumentation is inaccurate or inoperative, and take appropriate action."
AA.VI.E.S5,aim,guidance,auto,from the Task E References line,"Recognize if any flight instrumentation is inaccurate or inoperative, and take appropriate action."
AA.VI.E.S5,ifh,explanation,auto,from the Task E References line,"Recognize if any flight instrumentation is inaccurate or inoperative, and take appropriate action."
AA.VI.E.S5,risk-management,explanation,auto,from the Task E References line,"Recognize if any flight instrumentation is inaccurate or inoperative, and take appropriate action."
AA.VI.E.S6,14cfr:part-91,regulation,auto,from the Task E References line,Advise ATC or the evaluator if unable to comply with a clearance.
AA.VI.E.S6,14cfr:part-97,regulation,auto,from the Task E References line,Advise ATC or the evaluator if unable to comply with a clearance.
AA.VI.E.S6,afh,explanation,auto,from the Task E References line,Advise ATC or the evaluator if unable to comply with a clearance.
AA.VI.E.S6,aim,guidance,auto,from the Task E References line,Advise ATC or the evaluator if unable to comply with a clearance.
AA.VI.E.S6,ifh,explanation,auto,from the Task E References line,Advise ATC or the evaluator if unable to comply with a clearance.
AA.VI.E.S6,risk-management,explanation,auto,from the Task E References line,Advise ATC or the evaluator if unable to comply with a clearance.
AA.VI.E.S7,14cfr:part-91,regulation,auto,from the Task E References line,"Coordinate with crew, if applicable, and complete the appropriate checklist(s) in a timely manner."
AA.VI.E.S7,14cfr:part-97,regulation,auto,from the Task E References line,"Coordinate with crew, if applicable, and complete the appropriate checklist(s) in a timely manner."
AA.VI.E.S7,afh,explanation,auto,from the Task E References line,"Coordinate with crew, if applicable, and complete the appropriate checklist(s) in a timely manner."
AA.VI.E.S7,aim,guidance,auto,from the Task E References line,"Coordinate with crew, if applicable, and complete the appropriate checklist(s) in a timely manner."
AA.VI.E.S7,ifh,explanation,auto,from the Task E References line,"Coordinate with crew, if applicable, and complete the appropriate checklist(s) in a timely manner."
AA.VI.E.S7,risk-management,explanation,auto,from the Task E References line,"Coordinate with crew, if applicable, and complete the appropriate checklist(s) in a timely manner."
AA.VI.E.S8,14cfr:part-91,regulation,auto,from the Task E References line,Establish the appropriate airplane configuration and airspeed considering meteorological and operating conditions.
AA.VI.E.S8,14cfr:part-97,regulation,auto,from the Task E References line,Establish the appropriate airplane configuration and airspeed considering meteorological and operating conditions.
AA.VI.E.S8,afh,explanation,auto,from the Task E References line,Establish the appropriate airplane configuration and airspeed considering meteorological and operating conditions.
AA.VI.E.S8,aim,guidance,auto,from the Task E References line,Establish the appropriate airplane configuration and airspeed considering meteorological and operating conditions.
AA.VI.E.S8,ifh,explanation,auto,from the Task E References line,Establish the appropriate airplane configuration and airspeed considering meteorological and operating conditions.
AA.VI.E.S8,risk-management,explanation,auto,from the Task E References line,Establish the appropriate airplane configuration and airspeed considering meteorological and operating conditions.
AA.VI.E.S9,14cfr:part-91,regulation,auto,from the Task E References line,"Maintain altitude ±100 feet, selected heading ±5°, airspeed ±10 knots, and accurately track radials, courses, and bearings, prior to beginning the final approach segment."
AA.VI.E.S9,14cfr:part-97,regulation,auto,from the Task E References line,"Maintain altitude ±100 feet, selected heading ±5°, airspeed ±10 knots, and accurately track radials, courses, and bearings, prior to beginning the final approach segment."
AA.VI.E.S9,afh,explanation,auto,from the Task E References line,"Maintain altitude ±100 feet, selected heading ±5°, airspeed ±10 knots, and accurately track radials, courses, and bearings, prior to beginning the final approach segment."
AA.VI.E.S9,aim,guidance,auto,from the Task E References line,"Maintain altitude ±100 feet, selected heading ±5°, airspeed ±10 knots, and accurately track radials, courses, and bearings, prior to beginning the final approach segment."
AA.VI.E.S9,ifh,explanation,auto,from the Task E References line,"Maintain altitude ±100 feet, selected heading ±5°, airspeed ±10 knots, and accurately track radials, courses, and bearings, prior to beginning the final approach segment."
AA.VI.E.S9,risk-management,explanation,auto,from the Task E References line,"Maintain altitude ±100 feet, selected heading ±5°, airspeed ±10 knots, and accurately track radials, courses, and bearings, prior to beginning the final approach segment."
AA.VI.F.K1,14cfr:part-91,regulation,auto,from the Task F References line,"Elements related to the pilot’s responsibilities, and the environmental, operational, and meteorological factors that affect landing from a precision approach."
AA.VI.F.K1,afh,explanation,auto,from the Task F References line,"Elements related to the pilot’s responsibilities, and the environmental, operational, and meteorological factors that affect landing from a precision approach."
AA.VI.F.K1,aim,guidance,auto,from the Task F References line,"Elements related to the pilot’s responsibilities, and the environmental, operational, and meteorological factors that affect landing from a precision approach."
AA.VI.F.K1,ifh,explanation,auto,from the Task F References line,"Elements related to the pilot’s responsibilities, and the environmental, operational, and meteorological factors that affect landing from a precision approach."
AA.VI.F.K1,iph,explanation,auto,from the Task F References line,"Elements related to the pilot’s responsibilities, and the environmental, operational, and meteorological factors that affect landing from a precision approach."
AA.VI.F.K1,phak,explanation,auto,from the Task F References line,"Elements related to the pilot’s responsibilities, and the environmental, operational, and meteorological factors that affect landing from a precision approach."
AA.VI.F.K1,risk-management,explanation,auto,from the Task F References line,"Elements related to the pilot’s responsibilities, and the environmental, operational, and meteorological factors that affect landing from a precision approach."
AA.VI.F.K2,14cfr:part-91,regulation,auto,from the Task F References line,"Approach lighting systems and runway and taxiway signs, markings, and lighting."
AA.VI.F.K2,afh,explanation,auto,from the Task F References line,"Approach lighting systems and runway and taxiway signs, markings, and lighting."
AA.VI.F.K2,aim,guidance,auto,from the Task F References line,"Approach lighting systems and runway and taxiway signs, markings, and lighting."
AA.VI.F.K2,ifh,explanation,auto,from the Task F References line,"Approach lighting systems and runway and taxiway signs, markings, and lighting."
AA.VI.F.K2,iph,explanation,auto,from the Task F References line,"Approach lighting systems and runway and taxiway signs, markings, and lighting."
AA.VI.F.K2,phak,explanation,auto,from the Task F References line,"Approach lighting systems and runway and taxiway signs, markings, and lighting."
AA.VI.F.K2,risk-management,explanation,auto,from the Task F References line,"Approach lighting systems and runway and taxiway signs, markings, and lighting."
AA.VI.F.R1,14cfr:part-91,regulation,auto,from the Task F References line,"Selection of an approach procedure and runway based on aircraft limitations, available distance, surface conditions, and wind."
AA.VI.F.R1,afh,explanation,auto,from the Task F References line,"Selection of an approach procedure and runway based on aircraft limitations, available distance, surface conditions, and wind."
AA.VI.F.R1,aim,guidance,auto,from the Task F References line,"Selection of an approach procedure and runway based on aircraft limitations, available distance, surface conditions, and wind."
AA.VI.F.R1,ifh,explanation,auto,from the Task F References line,"Selection of an approach procedure and runway based on aircraft limitations, available distance, surface conditions, and wind."
AA.VI.F.R1,iph,explanation,auto,from the Task F References line,"Selection of an approach procedure and runway based on aircraft limitations, available distance, surface conditions, and wind."
AA.VI.F.R1,phak,explanation,auto,from the Task F References line,"Selection of an approach procedure and runway based on aircraft limitations, available distance, surface conditions, and wind."
AA.VI.F.R1,risk-management,explanation,auto,from the Task F References line,"Selection of an approach procedure and runway based on aircraft limitations, available distance, surface conditions, and wind."
AA.VI.F.R10,14cfr:part-91,regulation,auto,from the Task F References line,Missed Approach.
AA.VI.F.R10,afh,explanation,auto,from the Task F References line,Missed Approach.
AA.VI.F.R10,aim,guidance,auto,from the Task F References line,Missed Approach.
AA.VI.F.R10,ifh,explanation,auto,from the Task F References line,Missed Approach.
AA.VI.F.R10,iph,explanation,auto,from the Task F References line,Missed Approach.
AA.VI.F.R10,phak,explanation,auto,from the Task F References line,Missed Approach.
AA.VI.F.R10,risk-management,explanation,auto,from the Task F References line,Missed Approach.
AA.VI.F.R11,14cfr:part-91,regulation,auto,from the Task F References line,Land and hold short operations (LAHSO).
AA.VI.F.R11,afh,explanation,auto,from the Task F References line,Land and hold short operations (LAHSO).
AA.VI.F.R11,aim,guidance,auto,from the Task F References line,Land and hold short operations (LAHSO).
AA.VI.F.R11,ifh,explanation,auto,from the Task F References line,Land and hold short operations (LAHSO).
AA.VI.F.R11,iph,explanation,auto,from the Task F References line,Land and hold short operations (LAHSO).
AA.VI.F.R11,phak,explanation,auto,from the Task F References line,Land and hold short operations (LAHSO).
AA.VI.F.R11,risk-management,explanation,auto,from the Task F References line,Land and hold short operations (LAHSO).
AA.VI.F.R2,14cfr:part-91,regulation,auto,from the Task F References line,Wake turbulence.
AA.VI.F.R2,afh,explanation,auto,from the Task F References line,Wake turbulence.
AA.VI.F.R2,aim,guidance,auto,from the Task F References line,Wake turbulence.
AA.VI.F.R2,ifh,explanation,auto,from the Task F References line,Wake turbulence.
AA.VI.F.R2,iph,explanation,auto,from the Task F References line,Wake turbulence.
AA.VI.F.R2,phak,explanation,auto,from the Task F References line,Wake turbulence.
AA.VI.F.R2,risk-management,explanation,auto,from the Task F References line,Wake turbulence.
AA.VI.F.R3,14cfr:part-91,regulation,auto,from the Task F References line,[Archived]
AA.VI.F.R3,afh,explanation,auto,from the Task F References line,[Archived]
AA.VI.F.R3,aim,guidance,auto,from the Task F References line,[Archived]
AA.VI.F.R3,ifh,explanation,auto,from the Task F References line,[Archived]
AA.VI.F.R3,iph,explanation,auto,from the Task F References line,[Archived]
AA.VI.F.R3,phak,explanation,auto,from the Task F References line,[Archived]
AA.VI.F.R3,risk-management,explanation,auto,from the Task F References line,[Archived]
AA.VI.F.R3a,14cfr:part-91,regulation,auto,from the Task F References line,a. [Archived]
AA.VI.F.R3a,afh,explanation,auto,from the Task F References line,a. [Archived]
AA.VI.F.R3a,aim,guidance,auto,from the Task F References line,a. [Archived]
AA.VI.F.R3a,ifh,explanation,auto,from the Task F References line,a. [Archived]
AA.VI.F.R3a,iph,explanation,auto,from the Task F References line,a. [Archived]
AA.VI.F.R3a,phak,explanation,auto,from the Task F References line,a. [Archived]
AA.VI.F.R3a,risk-management,explanation,auto,from the Task F References line,a. [Archived]
AA.VI.F.R3b,14cfr:part-91,regulation,auto,from the Task F References line,b. [Archived]
AA.VI.F.R3b,afh,explanation,auto,from the Task F References line,b. [Archived]
AA.VI.F.R3b,aim,guidance,auto,from the Task F References line,b. [Archived]
AA.VI.F.R3b,ifh,explanation,auto,from the Task F References line,b. [Archived]
AA.VI.F.R3b,iph,explanation,auto,from the Task F References line,b. [Archived]
AA.VI.F.R3b,phak,explanation,auto,from the Task F References line,b. [Archived]
AA.VI.F.R3b,risk-management,explanation,auto,from the Task F References line,b. [Archived]
AA.VI.F.R4,14cfr:part-91,regulation,auto,from the Task F References line,Collision hazards.
AA.VI.F.R4,afh,explanation,auto,from the Task F References line,Collision hazards.
AA.VI.F.R4,aim,guidance,auto,from the Task F References line,Collision hazards.
AA.VI.F.R4,ifh,explanation,auto,from the Task F References line,Collision hazards.
AA.VI.F.R4,iph,explanation,auto,from the Task F References line,Collision hazards.
AA.VI.F.R4,phak,explanation,auto,from the Task F References line,Collision hazards.
AA.VI.F.R4,risk-management,explanation,auto,from the Task F References line,Collision hazards.
AA.VI.F.R5,14cfr:part-91,regulation,auto,from the Task F References line,"Low altitude maneuvering, including stall, spin, or controlled flight into terrain (CFIT)."
AA.VI.F.R5,afh,explanation,auto,from the Task F References line,"Low altitude maneuvering, including stall, spin, or controlled flight into terrain (CFIT)."
AA.VI.F.R5,aim,guidance,auto,from the Task F References line,"Low altitude maneuvering, including stall, spin, or controlled flight into terrain (CFIT)."
AA.VI.F.R5,ifh,explanation,auto,from the Task F References line,"Low altitude maneuvering, including stall, spin, or controlled flight into terrain (CFIT)."
AA.VI.F.R5,iph,explanation,auto,from the Task F References line,"Low altitude maneuvering, including stall, spin, or controlled flight into terrain (CFIT)."
AA.VI.F.R5,phak,explanation,auto,from the Task F References line,"Low altitude maneuvering, including stall, spin, or controlled flight into terrain (CFIT)."
AA.VI.F.R5,risk-management,explanation,auto,from the Task F References line,"Low altitude maneuvering, including stall, spin, or controlled flight into terrain (CFIT)."
AA.VI.F.R6,14cfr:part-91,regulation,auto,from the Task F References line,"Distractions, task prioritization, loss of situational awareness, or disorientation."
AA.VI.F.R6,afh,explanation,auto,from the Task F References line,"Distractions, task prioritization, loss of situational awareness, or disorientation."
AA.VI.F.R6,aim,guidance,auto,from the Task F References line,"Distractions, task prioritization, loss of situational awareness, or disorientation."
AA.VI.F.R6,ifh,explanation,auto,from the Task F References line,"Distractions, task prioritization, loss of situational awareness, or disorientation."
AA.VI.F.R6,iph,explanation,auto,from the Task F References line,"Distractions, task prioritization, loss of situational awareness, or disorientation."
AA.VI.F.R6,phak,explanation,auto,from the Task F References line,"Distractions, task prioritization, loss of situational awareness, or disorientation."
AA.VI.F.R6,risk-management,explanation,auto,from the Task F References line,"Distractions, task prioritization, loss of situational awareness, or disorientation."
AA.VI.F.R7,14cfr:part-91,regulation,auto,from the Task F References line,Attempting to land from an unstable approach.
AA.VI.F.R7,afh,explanation,auto,from the Task F References line,Attempting to land from an unstable approach.
AA.VI.F.R7,aim,guidance,auto,from the Task F References line,Attempting to land from an unstable approach.
AA.VI.F.R7,ifh,explanation,auto,from the Task F References line,Attempting to land from an unstable approach.
AA.VI.F.R7,iph,explanation,auto,from the Task F References line,Attempting to land from an unstable approach.
AA.VI.F.R7,phak,explanation,auto,from the Task F References line,Attempting to land from an unstable approach.
AA.VI.F.R7,risk-management,explanation,auto,from the Task F References line,Attempting to land from an unstable approach.
AA.VI.F.R8,14cfr:part-91,regulation,auto,from the Task F References line,Flying below the glidepath.
AA.VI.F.R8,afh,explanation,auto,from the Task F References line,Flying below the glidepath.
AA.VI.F.R8,aim,guidance,auto,from the Task F References line,Flying below the glidepath.
AA.VI.F.R8,ifh,explanation,auto,from the Task F References line,Flying below the glidepath.
AA.VI.F.R8,iph,explanation,auto,from the Task F References line,Flying below the glidepath.
AA.VI.F.R8,phak,explanation,auto,from the Task F References line,Flying below the glidepath.
AA.VI.F.R8,risk-management,explanation,auto,from the Task F References line,Flying below the glidepath.
